Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
CUST-02284,29,9,1044357.98,5,5,5,15,Champions
CUST-02285,32,9,161719.86,5,5,3,13,Champions
CUST-02286,883,2,186928.59,1,1,3,5,At Risk
CUST-02287,33,11,215680.04,5,5,4,14,Champions
CUST-02288,247,7,185080.86,2,4,3,9,Potential Loyalists
CUST-02289,241,4,43814.1,2,3,2,7,Potential Loyalists
CUST-02290,48,3,222144.72,4,2,4,10,Loyal Customers
CUST-02291,274,5,202678.8,2,3,4,9,Potential Loyalists
CUST-02292,175,3,37146.05,3,2,1,6,At Risk
CUST-02293,96,4,24864.93,3,3,1,7,Potential Loyalists
CUST-02294,16,25,1083470.73,5,5,5,15,Champions
CUST-02295,473,3,28750.26,1,2,1,4,Lost / Hibernating
CUST-02296,523,7,371463.12,1,4,4,9,Potential Loyalists
CUST-02297,159,7,229474.77,3,4,4,11,Loyal Customers
CUST-02298,449,5,163961.06,1,3,3,7,Potential Loyalists
CUST-02299,149,10,661589.81,3,5,5,13,Champions
CUST-02300,428,3,5955.45,1,2,1,4,Lost / Hibernating
CUST-02301,390,4,44843.850000000006,1,3,2,6,At Risk
CUST-02302,13,17,1042296.98,5,5,5,15,Champions
CUST-02303,51,19,1194875.13,4,5,5,14,Champions
CUST-02304,110,3,21669.08,3,2,1,6,At Risk
CUST-02305,427,6,40125.42,1,4,2,7,Potential Loyalists
CUST-02306,26,18,557307.88,5,5,5,15,Champions
CUST-02307,142,6,460919.94,3,4,5,12,Loyal Customers
CUST-02308,567,3,24584.57,1,2,1,4,Lost / Hibernating
CUST-02309,664,1,3523.45,1,1,1,3,Lost / Hibernating
CUST-02310,84,29,393982.26,3,5,5,13,Champions
CUST-02311,39,20,1067288.6199999999,4,5,5,14,Champions
CUST-02312,753,1,5355.59,1,1,1,3,Lost / Hibernating
CUST-02313,4,12,424202.17,5,5,5,15,Champions
CUST-02314,614,2,524650.12,1,1,5,7,Potential Loyalists
CUST-02315,34,4,432129.8,5,3,5,13,Champions
CUST-02316,135,3,13010.33,3,2,1,6,At Risk
CUST-02317,62,3,5127.46,4,2,1,7,Potential Loyalists
CUST-02318,330,3,26670.93,2,2,1,5,At Risk
CUST-02319,146,2,2176.86,3,1,1,5,At Risk
CUST-02320,245,2,112946.45,2,1,3,6,At Risk
CUST-02321,603,1,78029.98,1,1,2,4,Lost / Hibernating
CUST-02322,201,9,64222.97,2,5,2,9,Potential Loyalists
CUST-02323,277,9,601957.27,2,5,5,12,Loyal Customers
CUST-02324,58,4,146376.46000000002,4,3,3,10,Loyal Customers
CUST-02325,38,4,136206.87,4,3,3,10,Loyal Customers
CUST-02327,58,4,137230.83,4,3,3,10,Loyal Customers
CUST-02328,440,3,208571.57,1,2,4,7,Potential Loyalists
CUST-02329,93,1,1044.18,3,1,1,5,At Risk
CUST-02330,30,10,77916.99,5,5,2,12,Loyal Customers
CUST-02331,345,5,270206.34,2,3,4,9,Potential Loyalists
CUST-02332,190,9,441268.92000000004,3,5,5,13,Champions
CUST-02334,22,22,859069.0,5,5,5,15,Champions
CUST-02335,53,10,141161.15,4,5,3,12,Loyal Customers
CUST-02336,189,3,7108.16,3,2,1,6,At Risk
CUST-02337,17,7,172692.03,5,4,3,12,Loyal Customers
CUST-02338,92,9,377199.87,3,5,5,13,Champions
CUST-02339,19,6,223326.72,5,4,4,13,Champions
CUST-02340,237,5,98896.12,2,3,2,7,Potential Loyalists
CUST-02341,28,3,122229.79,5,2,3,10,Loyal Customers
CUST-02342,64,7,339308.56,4,4,4,12,Loyal Customers
CUST-02344,36,5,225026.65000000002,5,3,4,12,Loyal Customers
CUST-02345,668,2,212577.96,1,1,4,6,At Risk
CUST-02346,100,7,177414.93000000002,3,4,3,10,Loyal Customers
CUST-02347,55,23,674321.62,4,5,5,14,Champions
CUST-02348,990,1,30282.07,1,1,1,3,Lost / Hibernating
CUST-02350,10,12,441802.41,5,5,5,15,Champions
CUST-02351,137,27,1022137.92,3,5,5,13,Champions
CUST-02352,292,2,45535.53,2,1,2,5,At Risk
CUST-02353,378,1,13686.32,2,1,1,4,Lost / Hibernating
CUST-02354,50,4,43328.04,4,3,2,9,Potential Loyalists
CUST-02355,15,2,25744.33,5,1,1,7,Potential Loyalists
CUST-02356,29,7,162917.43,5,4,3,12,Loyal Customers
CUST-02357,292,3,43271.200000000004,2,2,2,6,At Risk
CUST-02358,51,9,615551.2,4,5,5,14,Champions
CUST-02359,243,2,15512.32,2,1,1,4,Lost / Hibernating
CUST-02360,407,5,23787.39,1,3,1,5,At Risk
CUST-02361,154,9,243826.41999999998,3,5,4,12,Loyal Customers
CUST-02362,83,5,24172.02,4,3,1,8,Potential Loyalists
CUST-02363,24,32,1005762.31,5,5,5,15,Champions
CUST-02364,85,27,711462.4,3,5,5,13,Champions
CUST-02365,300,6,152965.19,2,4,3,9,Potential Loyalists
CUST-02366,48,29,1202714.2,4,5,5,14,Champions
CUST-02367,194,1,483.23,2,1,1,4,Lost / Hibernating
CUST-02368,694,1,21324.53,1,1,1,3,Lost / Hibernating
CUST-02369,14,5,265901.26,5,3,4,12,Loyal Customers
CUST-02370,162,5,207798.96,3,3,4,10,Loyal Customers
CUST-02371,735,3,16327.8,1,2,1,4,Lost / Hibernating
CUST-02372,228,1,2109.21,2,1,1,4,Lost / Hibernating
CUST-02373,16,21,504367.76,5,5,5,15,Champions
CUST-02374,23,21,577005.69,5,5,5,15,Champions
CUST-02375,21,11,212069.66,5,5,4,14,Champions
CUST-02376,317,2,38644.15,2,1,1,4,Lost / Hibernating
CUST-02377,148,5,48775.94,3,3,2,8,Potential Loyalists
CUST-02378,13,7,98433.19,5,4,2,11,Loyal Customers
CUST-02379,143,6,483714.74,3,4,5,12,Loyal Customers
CUST-02380,70,27,516685.29,4,5,5,14,Champions
CUST-02381,19,1,402.29,5,1,1,7,Potential Loyalists
CUST-02382,330,3,126994.26999999999,2,2,3,7,Potential Loyalists
CUST-02383,41,8,455097.59,4,4,5,13,Champions
CUST-02384,450,3,250308.25,1,2,4,7,Potential Loyalists
CUST-02386,41,25,811283.73,4,5,5,14,Champions
CUST-02387,329,8,198961.03,2,4,4,10,Loyal Customers
CUST-02388,98,5,230566.32,3,3,4,10,Loyal Customers
CUST-02389,115,3,53987.32,3,2,2,7,Potential Loyalists
CUST-02390,43,7,157834.1,4,4,3,11,Loyal Customers
CUST-02391,4,2,32422.81,5,1,1,7,Potential Loyalists
CUST-02392,224,7,346903.58,2,4,4,10,Loyal Customers
CUST-02393,120,5,257758.74000000002,3,3,4,10,Loyal Customers
CUST-02394,477,2,21487.85,1,1,1,3,Lost / Hibernating
CUST-02395,112,3,68071.24,3,2,2,7,Potential Loyalists
CUST-02396,56,26,1460723.8,4,5,5,14,Champions
CUST-02397,174,4,140797.8,3,3,3,9,Potential Loyalists
CUST-02398,37,10,500487.03,4,5,5,14,Champions
CUST-02399,571,3,137402.55,1,2,3,6,At Risk
CUST-02400,240,2,112534.48999999999,2,1,3,6,At Risk
CUST-02401,157,3,45658.94,3,2,2,7,Potential Loyalists
CUST-02402,7,5,327210.36,5,3,4,12,Loyal Customers
CUST-02403,5,27,760204.2999999999,5,5,5,15,Champions
CUST-02404,168,2,55094.6,3,1,2,6,At Risk
CUST-02405,22,6,81559.2,5,4,2,11,Loyal Customers
CUST-02406,100,3,83651.27,3,2,2,7,Potential Loyalists
CUST-02407,424,1,3310.68,1,1,1,3,Lost / Hibernating
CUST-02408,288,2,15428.41,2,1,1,4,Lost / Hibernating
CUST-02409,453,4,59112.73,1,3,2,6,At Risk
CUST-02410,953,1,402.29,1,1,1,3,Lost / Hibernating
CUST-02411,144,6,304562.28,3,4,4,11,Loyal Customers
CUST-02412,206,6,155482.25,2,4,3,9,Potential Loyalists
CUST-02413,325,3,136892.69,2,2,3,7,Potential Loyalists
CUST-02414,258,3,39889.82,2,2,2,6,At Risk
CUST-02415,42,9,210870.6,4,5,4,13,Champions
CUST-02416,456,3,210434.62,1,2,4,7,Potential Loyalists
CUST-02417,58,4,249049.61000000002,4,3,4,11,Loyal Customers
CUST-02418,1,11,692470.76,5,5,5,15,Champions
CUST-02419,917,4,388053.19,1,3,5,9,Potential Loyalists
CUST-02420,22,23,790409.74,5,5,5,15,Champions
CUST-02421,302,2,41095.0,2,1,2,5,At Risk
CUST-02422,1022,1,10680.72,1,1,1,3,Lost / Hibernating
CUST-02423,226,3,37301.65,2,2,1,5,At Risk
CUST-02424,272,3,223985.51,2,2,4,8,Potential Loyalists
CUST-02425,551,2,10335.98,1,1,1,3,Lost / Hibernating
CUST-02426,483,5,49067.42,1,3,2,6,At Risk
CUST-02427,335,3,419480.21,2,2,5,9,Potential Loyalists
CUST-02428,50,1,14275.21,4,1,1,6,At Risk
CUST-02429,333,11,345090.11,2,5,4,11,Loyal Customers
CUST-02430,239,7,510647.35000000003,2,4,5,11,Loyal Customers
CUST-02431,166,7,209884.08000000002,3,4,4,11,Loyal Customers
CUST-02432,362,2,35188.58,2,1,1,4,Lost / Hibernating
CUST-02433,257,3,78452.89,2,2,2,6,At Risk
CUST-02435,107,5,162429.81,3,3,3,9,Potential Loyalists
CUST-02436,167,3,27576.19,3,2,1,6,At Risk
CUST-02437,170,6,208234.93,3,4,4,11,Loyal Customers
CUST-02438,5,4,267916.69,5,3,4,12,Loyal Customers
CUST-02439,22,2,1187.32,5,1,1,7,Potential Loyalists
CUST-02440,445,5,148727.6,1,3,3,7,Potential Loyalists
CUST-02441,365,3,221482.62999999998,2,2,4,8,Potential Loyalists
CUST-02442,38,7,162547.62,4,4,3,11,Loyal Customers
CUST-02443,129,6,403055.84,3,4,5,12,Loyal Customers
CUST-02444,271,10,121355.21,2,5,3,10,Loyal Customers
CUST-02445,39,5,118281.11999999998,4,3,3,10,Loyal Customers
CUST-02446,346,2,213518.28,2,1,4,7,Potential Loyalists
CUST-02447,433,2,2799.1899999999996,1,1,1,3,Lost / Hibernating
CUST-02448,960,3,6506.05,1,2,1,4,Lost / Hibernating
CUST-02449,550,1,203167.32,1,1,4,6,At Risk
CUST-02450,900,2,68262.72,1,1,2,4,Lost / Hibernating
CUST-02451,295,3,76277.18000000001,2,2,2,6,At Risk
CUST-02452,599,6,210211.53,1,4,4,9,Potential Loyalists
CUST-02453,437,1,711.02,1,1,1,3,Lost / Hibernating
CUST-02454,18,8,405143.04000000004,5,4,5,14,Champions
CUST-02455,203,4,17462.53,2,3,1,6,At Risk
CUST-02456,256,5,67254.81,2,3,2,7,Potential Loyalists
CUST-02457,200,9,167403.69,2,5,3,10,Loyal Customers
CUST-02458,150,2,3158.7200000000003,3,1,1,5,At Risk
CUST-02459,396,2,240800.18,1,1,4,6,At Risk
CUST-02460,356,2,244409.03,2,1,4,7,Potential Loyalists
CUST-02461,89,3,45229.26,3,2,2,7,Potential Loyalists
CUST-02463,478,1,327544.29,1,1,4,6,At Risk
CUST-02464,94,9,136290.53999999998,3,5,3,11,Loyal Customers
CUST-02465,75,7,441109.77999999997,4,4,5,13,Champions
CUST-02466,67,3,32770.869999999995,4,2,1,7,Potential Loyalists
CUST-02467,860,2,59221.380000000005,1,1,2,4,Lost / Hibernating
CUST-02468,773,2,57007.950000000004,1,1,2,4,Lost / Hibernating
CUST-02469,48,10,311495.75,4,5,4,13,Champions
CUST-02470,24,4,34367.87,5,3,1,9,Potential Loyalists
CUST-02471,200,6,84543.55,2,4,2,8,Potential Loyalists
CUST-02472,40,10,373244.08,4,5,5,14,Champions
CUST-02473,17,27,969666.14,5,5,5,15,Champions
CUST-02474,241,3,41334.43,2,2,2,6,At Risk
CUST-02475,39,7,294614.48,4,4,4,12,Loyal Customers
CUST-02476,50,21,792760.43,4,5,5,14,Champions
CUST-02477,1029,1,13272.84,1,1,1,3,Lost / Hibernating
CUST-02478,865,1,1137.38,1,1,1,3,Lost / Hibernating
CUST-02479,126,2,179425.47999999998,3,1,3,7,Potential Loyalists
CUST-02480,1084,1,8880.88,1,1,1,3,Lost / Hibernating
CUST-02481,127,4,188727.44000000003,3,3,3,9,Potential Loyalists
CUST-02482,182,1,37189.48,3,1,1,5,At Risk
CUST-02483,97,24,565797.0800000001,3,5,5,13,Champions
CUST-02484,82,8,234391.32,4,4,4,12,Loyal Customers
CUST-02485,5,7,429743.62,5,4,5,14,Champions
CUST-02486,50,31,1529162.71,4,5,5,14,Champions
CUST-02487,77,2,38453.66,4,1,1,6,At Risk
CUST-02488,61,8,128816.01000000001,4,4,3,11,Loyal Customers
CUST-02489,191,6,134602.43,2,4,3,9,Potential Loyalists
CUST-02490,186,8,404735.99,3,4,5,12,Loyal Customers
CUST-02491,80,4,183777.71,4,3,3,10,Loyal Customers
CUST-02492,82,12,430328.14999999997,4,5,5,14,Champions
CUST-02494,380,10,110594.37999999999,2,5,3,10,Loyal Customers
CUST-02495,915,2,3329.77,1,1,1,3,Lost / Hibernating
CUST-02496,12,6,233025.26,5,4,4,13,Champions
CUST-02497,48,6,228431.39,4,4,4,12,Loyal Customers
CUST-02498,155,2,9756.720000000001,3,1,1,5,At Risk
CUST-02499,105,3,96107.0,3,2,2,7,Potential Loyalists
CUST-02500,24,8,598164.69,5,4,5,14,Champions
CUST-02501,12,4,247748.78,5,3,4,12,Loyal Customers
CUST-02502,102,4,60132.310000000005,3,3,2,8,Potential Loyalists
CUST-02503,59,2,4144.3,4,1,1,6,At Risk
CUST-02504,357,6,110227.87,2,4,3,9,Potential Loyalists
CUST-02505,214,3,97851.08,2,2,2,6,At Risk
CUST-02506,76,5,78161.92000000001,4,3,2,9,Potential Loyalists
CUST-02507,532,4,16435.71,1,3,1,5,At Risk
CUST-02508,485,4,95886.76,1,3,2,6,At Risk
CUST-02509,107,7,95206.45,3,4,2,9,Potential Loyalists
CUST-02510,97,7,126960.14000000001,3,4,3,10,Loyal Customers
CUST-02511,207,9,103837.11,2,5,3,10,Loyal Customers
CUST-02512,230,2,6028.57,2,1,1,4,Lost / Hibernating
CUST-02513,988,1,6943.04,1,1,1,3,Lost / Hibernating
CUST-02514,476,4,66970.41,1,3,2,6,At Risk
CUST-02515,6,22,776992.5,5,5,5,15,Champions
CUST-02516,136,7,42097.44,3,4,2,9,Potential Loyalists
CUST-02517,587,2,21814.89,1,1,1,3,Lost / Hibernating
CUST-02518,13,8,43047.340000000004,5,4,2,11,Loyal Customers
CUST-02519,567,2,180707.03,1,1,3,5,At Risk
CUST-02520,149,3,33708.16,3,2,1,6,At Risk
CUST-02521,49,8,133623.96,4,4,3,11,Loyal Customers
CUST-02522,177,5,29045.010000000002,3,3,1,7,Potential Loyalists
CUST-02523,49,6,209085.57,4,4,4,12,Loyal Customers
CUST-02524,25,3,119377.76000000001,5,2,3,10,Loyal Customers
CUST-02525,23,4,21725.989999999998,5,3,1,9,Potential Loyalists
CUST-02526,47,3,73026.48,4,2,2,8,Potential Loyalists
CUST-02527,99,3,303084.58,3,2,4,9,Potential Loyalists
CUST-02528,51,9,564994.62,4,5,5,14,Champions
CUST-02529,21,5,789507.5,5,3,5,13,Champions
CUST-02530,123,4,91839.14,3,3,2,8,Potential Loyalists
CUST-02531,469,4,213228.75,1,3,4,8,Potential Loyalists
CUST-02532,1086,1,6631.08,1,1,1,3,Lost / Hibernating
CUST-02533,5,24,591688.94,5,5,5,15,Champions
CUST-02534,807,1,40219.34,1,1,2,4,Lost / Hibernating
CUST-02535,30,5,279073.01999999996,5,3,4,12,Loyal Customers
CUST-02536,266,2,22846.920000000002,2,1,1,4,Lost / Hibernating
CUST-02537,56,10,468957.0,4,5,5,14,Champions
CUST-02538,135,2,899.65,3,1,1,5,At Risk
CUST-02539,86,5,43309.78,3,3,2,8,Potential Loyalists
CUST-02540,34,27,778356.02,5,5,5,15,Champions
CUST-02541,755,4,120913.84000000001,1,3,3,7,Potential Loyalists
CUST-02542,451,1,18133.47,1,1,1,3,Lost / Hibernating
CUST-02543,413,3,48197.399999999994,1,2,2,5,At Risk
CUST-02544,259,4,35684.81,2,3,1,6,At Risk
CUST-02545,2,9,306924.66000000003,5,5,4,14,Champions
CUST-02547,94,1,13763.23,3,1,1,5,At Risk
CUST-02548,122,3,9042.07,3,2,1,6,At Risk
CUST-02549,334,4,183044.48,2,3,3,8,Potential Loyalists
CUST-02550,92,6,298212.39999999997,3,4,4,11,Loyal Customers
CUST-02551,104,7,410183.87,3,4,5,12,Loyal Customers
CUST-02552,178,6,217838.79,3,4,4,11,Loyal Customers
CUST-02553,240,11,253250.53000000003,2,5,4,11,Loyal Customers
CUST-02554,733,1,1627.17,1,1,1,3,Lost / Hibernating
CUST-02555,297,5,54738.54,2,3,2,7,Potential Loyalists
CUST-02556,6,21,1280444.79,5,5,5,15,Champions
CUST-02557,109,3,36281.35,3,2,1,6,At Risk
CUST-02558,325,6,361678.72000000003,2,4,4,10,Loyal Customers
CUST-02559,363,4,186393.23,2,3,3,8,Potential Loyalists
CUST-02560,338,5,183872.16999999998,2,3,3,8,Potential Loyalists
CUST-02561,38,7,19364.23,4,4,1,9,Potential Loyalists
CUST-02562,153,18,802877.74,3,5,5,13,Champions
CUST-02563,92,2,64777.63,3,1,2,6,At Risk
CUST-02565,11,7,129539.5,5,4,3,12,Loyal Customers
CUST-02566,136,5,35010.48,3,3,1,7,Potential Loyalists
CUST-02567,220,2,85166.2,2,1,2,5,At Risk
CUST-02568,137,8,231817.2,3,4,4,11,Loyal Customers
CUST-02569,80,15,1073835.04,4,5,5,14,Champions
CUST-02570,81,5,58311.97,4,3,2,9,Potential Loyalists
CUST-02571,217,8,270211.29,2,4,4,10,Loyal Customers
CUST-02572,142,5,249436.46,3,3,4,10,Loyal Customers
CUST-02573,1,28,1293890.54,5,5,5,15,Champions
CUST-02574,144,3,33227.42,3,2,1,6,At Risk
CUST-02575,33,25,918458.44,5,5,5,15,Champions
CUST-02576,64,10,289835.38,4,5,4,13,Champions
CUST-02577,238,9,69496.4,2,5,2,9,Potential Loyalists
CUST-02578,14,24,1106728.49,5,5,5,15,Champions
CUST-02579,127,4,97758.98999999999,3,3,2,8,Potential Loyalists
CUST-02580,232,5,372297.05,2,3,4,9,Potential Loyalists
CUST-02581,12,2,136779.52,5,1,3,9,Potential Loyalists
CUST-02582,17,19,683540.74,5,5,5,15,Champions
CUST-02583,789,1,22021.0,1,1,1,3,Lost / Hibernating
CUST-02584,26,21,576790.0,5,5,5,15,Champions
CUST-02585,169,4,89469.54,3,3,2,8,Potential Loyalists
CUST-02586,321,3,23631.87,2,2,1,5,At Risk
CUST-02587,13,28,1084532.5,5,5,5,15,Champions
CUST-02588,103,2,176153.99,3,1,3,7,Potential Loyalists
CUST-02589,364,7,315114.42,2,4,4,10,Loyal Customers
CUST-02590,86,6,113567.84,3,4,3,10,Loyal Customers
CUST-02591,277,8,196767.43,2,4,4,10,Loyal Customers
CUST-02592,184,4,25980.69,3,3,1,7,Potential Loyalists
CUST-02593,19,27,588755.09,5,5,5,15,Champions
CUST-02594,1062,1,26133.34,1,1,1,3,Lost / Hibernating
CUST-02595,32,8,616029.53,5,4,5,14,Champions
CUST-02596,13,13,446169.94,5,5,5,15,Champions
CUST-02597,14,6,192961.86,5,4,3,12,Loyal Customers
CUST-02598,98,5,35980.979999999996,3,3,1,7,Potential Loyalists
CUST-02599,121,6,352332.46,3,4,4,11,Loyal Customers
CUST-02600,80,2,35854.79,4,1,1,6,At Risk
CUST-02601,89,4,65776.62,3,3,2,8,Potential Loyalists
CUST-02602,389,4,83588.08,1,3,2,6,At Risk
CUST-02603,303,3,334781.47,2,2,4,8,Potential Loyalists
CUST-02604,39,29,1442154.64,4,5,5,14,Champions
CUST-02605,407,2,63865.369999999995,1,1,2,4,Lost / Hibernating
CUST-02606,698,2,16601.9,1,1,1,3,Lost / Hibernating
CUST-02607,314,2,119000.43,2,1,3,6,At Risk
CUST-02608,405,3,87786.66,1,2,2,5,At Risk
CUST-02609,231,5,189661.66,2,3,3,8,Potential Loyalists
CUST-02610,237,8,56473.44,2,4,2,8,Potential Loyalists
CUST-02611,8,9,105114.16,5,5,3,13,Champions
CUST-02612,239,5,381522.53,2,3,5,10,Loyal Customers
CUST-02613,412,3,8466.23,1,2,1,4,Lost / Hibernating
CUST-02614,27,11,248888.68000000002,5,5,4,14,Champions
CUST-02615,9,11,268944.23000000004,5,5,4,14,Champions
CUST-02616,29,8,288199.26,5,4,4,13,Champions
CUST-02617,463,3,68825.48,1,2,2,5,At Risk
CUST-02618,402,2,57453.64,1,1,2,4,Lost / Hibernating
CUST-02619,154,3,317049.83,3,2,4,9,Potential Loyalists
CUST-02620,98,8,263388.17,3,4,4,11,Loyal Customers
CUST-02621,66,5,395883.39,4,3,5,12,Loyal Customers
CUST-02622,31,10,196340.44,5,5,4,14,Champions
CUST-02623,165,6,21073.49,3,4,1,8,Potential Loyalists
CUST-02624,336,3,335393.35000000003,2,2,4,8,Potential Loyalists
CUST-02625,56,24,756228.24,4,5,5,14,Champions
CUST-02626,92,5,151466.41999999998,3,3,3,9,Potential Loyalists
CUST-02627,102,5,159501.43,3,3,3,9,Potential Loyalists
CUST-02628,29,4,293890.11,5,3,4,12,Loyal Customers
CUST-02629,443,3,111131.93,1,2,3,6,At Risk
CUST-02630,138,9,236018.95,3,5,4,12,Loyal Customers
CUST-02631,248,4,114882.72,2,3,3,8,Potential Loyalists
CUST-02632,49,26,1028770.33,4,5,5,14,Champions
CUST-02633,646,3,24095.760000000002,1,2,1,4,Lost / Hibernating
CUST-02634,346,2,31396.72,2,1,1,4,Lost / Hibernating
CUST-02635,74,6,56042.58,4,4,2,10,Loyal Customers
CUST-02636,4,27,667742.69,5,5,5,15,Champions
CUST-02637,211,5,118606.79999999999,2,3,3,8,Potential Loyalists
CUST-02638,362,4,126669.82,2,3,3,8,Potential Loyalists
CUST-02639,36,4,343959.12,5,3,4,12,Loyal Customers
CUST-02640,343,5,140560.76,2,3,3,8,Potential Loyalists
CUST-02642,15,32,1156212.56,5,5,5,15,Champions
CUST-02643,151,5,296478.53,3,3,4,10,Loyal Customers
CUST-02644,195,4,364855.23,2,3,4,9,Potential Loyalists
CUST-02645,3,3,108434.47,5,2,3,10,Loyal Customers
CUST-02646,232,3,56384.159999999996,2,2,2,6,At Risk
CUST-02647,269,4,45265.05,2,3,2,7,Potential Loyalists
CUST-02649,197,3,416700.68999999994,2,2,5,9,Potential Loyalists
CUST-02650,610,1,5330.92,1,1,1,3,Lost / Hibernating
CUST-02651,606,3,81688.97,1,2,2,5,At Risk
CUST-02652,48,10,284239.08,4,5,4,13,Champions
CUST-02653,12,11,266117.45,5,5,4,14,Champions
CUST-02654,9,12,238654.76,5,5,4,14,Champions
CUST-02655,203,5,195555.15999999997,2,3,4,9,Potential Loyalists
CUST-02656,23,5,67186.54,5,3,2,10,Loyal Customers
CUST-02657,156,11,364350.67,3,5,4,12,Loyal Customers
CUST-02658,51,5,128160.10999999999,4,3,3,10,Loyal Customers
CUST-02659,44,11,465222.04,4,5,5,14,Champions
CUST-02660,55,5,189082.09,4,3,3,10,Loyal Customers
CUST-02661,447,1,43606.53,1,1,2,4,Lost / Hibernating
CUST-02662,492,2,471614.35,1,1,5,7,Potential Loyalists
CUST-02663,5,5,132462.75,5,3,3,11,Loyal Customers
CUST-02664,38,8,568888.78,4,4,5,13,Champions
CUST-02665,153,7,43090.85,3,4,2,9,Potential Loyalists
CUST-02666,26,7,115679.49,5,4,3,12,Loyal Customers
CUST-02667,75,4,134055.9,4,3,3,10,Loyal Customers
CUST-02668,63,3,201936.85,4,2,4,10,Loyal Customers
CUST-02669,45,4,126348.45,4,3,3,10,Loyal Customers
CUST-02670,63,6,174700.31,4,4,3,11,Loyal Customers
CUST-02671,118,7,60043.43,3,4,2,9,Potential Loyalists
CUST-02672,582,1,6569.3,1,1,1,3,Lost / Hibernating
CUST-02673,172,3,62222.77,3,2,2,7,Potential Loyalists
CUST-02674,7,23,801658.41,5,5,5,15,Champions
CUST-02675,11,8,366267.64,5,4,4,13,Champions
CUST-02676,319,1,296.17,2,1,1,4,Lost / Hibernating
CUST-02677,58,28,909062.27,4,5,5,14,Champions
CUST-02678,62,6,160226.67,4,4,3,11,Loyal Customers
CUST-02679,190,2,7063.27,3,1,1,5,At Risk
CUST-02680,451,5,385898.05999999994,1,3,5,9,Potential Loyalists
CUST-02681,175,2,130870.42000000001,3,1,3,7,Potential Loyalists
CUST-02682,46,6,47641.08,4,4,2,10,Loyal Customers
CUST-02683,107,5,45588.7,3,3,2,8,Potential Loyalists
CUST-02684,660,2,6792.139999999999,1,1,1,3,Lost / Hibernating
CUST-02685,56,7,65593.61,4,4,2,10,Loyal Customers
CUST-02686,482,5,37988.82,1,3,1,5,At Risk
CUST-02687,13,7,225094.52,5,4,4,13,Champions
CUST-02688,703,4,137013.5,1,3,3,7,Potential Loyalists
CUST-02690,32,11,390321.44,5,5,5,15,Champions
CUST-02692,73,3,175311.04,4,2,3,9,Potential Loyalists
CUST-02693,135,3,170862.79,3,2,3,8,Potential Loyalists
CUST-02694,46,3,66925.70999999999,4,2,2,8,Potential Loyalists
CUST-02695,70,4,5075.18,4,3,1,8,Potential Loyalists
CUST-02696,283,2,236777.75,2,1,4,7,Potential Loyalists
CUST-02697,1,7,241607.64,5,4,4,13,Champions
CUST-02698,194,2,393410.5,2,1,5,8,Potential Loyalists
CUST-02699,47,3,323932.3,4,2,4,10,Loyal Customers
CUST-02701,147,3,65101.990000000005,3,2,2,7,Potential Loyalists
CUST-02702,244,3,11529.08,2,2,1,5,At Risk
CUST-02703,497,1,37047.6,1,1,1,3,Lost / Hibernating
CUST-02704,757,1,66081.94,1,1,2,4,Lost / Hibernating
CUST-02705,647,2,13441.93,1,1,1,3,Lost / Hibernating
CUST-02706,234,1,3116.61,2,1,1,4,Lost / Hibernating
CUST-02707,372,6,129121.64,2,4,3,9,Potential Loyalists
CUST-02708,19,6,268128.95,5,4,4,13,Champions
CUST-02710,486,1,12998.61,1,1,1,3,Lost / Hibernating
CUST-02711,90,6,351979.97000000003,3,4,4,11,Loyal Customers
CUST-02712,8,6,37655.58,5,4,1,10,Loyal Customers
CUST-02713,847,1,5352.37,1,1,1,3,Lost / Hibernating
CUST-02714,237,4,447038.1,2,3,5,10,Loyal Customers
CUST-02715,995,1,847.17,1,1,1,3,Lost / Hibernating
CUST-02716,33,9,103801.81,5,5,3,13,Champions
CUST-02718,526,2,307877.56,1,1,4,6,At Risk
CUST-02719,500,1,15347.48,1,1,1,3,Lost / Hibernating
CUST-02720,622,4,408524.44999999995,1,3,5,9,Potential Loyalists
CUST-02721,193,1,83035.8,2,1,2,5,At Risk
CUST-02722,6,35,876572.0599999999,5,5,5,15,Champions
CUST-02723,54,16,482451.28,4,5,5,14,Champions
CUST-02725,407,5,40296.3,1,3,2,6,At Risk
CUST-02726,17,32,823994.6,5,5,5,15,Champions
CUST-02727,41,2,127747.37,4,1,3,8,Potential Loyalists
CUST-02728,591,2,50614.61,1,1,2,4,Lost / Hibernating
CUST-02729,18,4,114136.63,5,3,3,11,Loyal Customers
CUST-02730,111,4,11699.69,3,3,1,7,Potential Loyalists
CUST-02731,477,3,99575.23999999999,1,2,2,5,At Risk
CUST-02732,65,7,134010.37,4,4,3,11,Loyal Customers
CUST-02733,293,5,126019.26999999999,2,3,3,8,Potential Loyalists
CUST-02734,906,3,124915.68,1,2,3,6,At Risk
CUST-02735,510,10,116214.34,1,5,3,9,Potential Loyalists
CUST-02736,130,2,83146.49,3,1,2,6,At Risk
CUST-02737,5,5,137956.32,5,3,3,11,Loyal Customers
CUST-02738,274,9,142509.54,2,5,3,10,Loyal Customers
CUST-02739,300,2,94657.56,2,1,2,5,At Risk
CUST-02740,760,2,5249.21,1,1,1,3,Lost / Hibernating
